sum.taxonomy,LA11,LA14,LA3,LA6,LB1,LB14,LB2
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius gentilis,0.1525346039967492,0.2354749199861561,0.23594152634523316,0.052060622092751314,1,0.10078282385178745,0.06732781220554741
Eukaryota;Chordata;Actinopteri;Blenniiformes;Blenniidae;Hypsoblennius;Hypsoblennius jenkinsi,0.2707156027222645,0.42193953764315334,0.22060904647098503,0.3486696926296322,1,0.6991719742265357,0.2991091698701688
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;,1,0.1712749523110186,0.7893590516627899,0.43895104122385986,0.1776029736844984,0.08684970386778265,0.23950092122735966
Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Heterostichus;Heterostichus rostratus,0.09568298502001991,0.5757980928809914,0.07339762258217956,1,0.2152068930317773,0.03952650429870986,0.1969361347648388
Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon,0.145635219322495,0.09961000659887306,0.008931587044273175,1,0.021591332002939754,0.10809918963723233,0.43449893328812084
Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Neoclinus;Neoclinus blanchardi,0,0,1,0,0,0,0
Eukaryota;Chordata;Actinopteri;Blenniiformes;Labrisomidae;Paraclinus;Paraclinus integripinnis,0.9602687603198427,0.13120857930832588,0.09579982482614278,0.27846019531044885,0.11995558111220309,0.16596354405438854,1
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola dorsalis,1,0.1035028494010201,0.1411447873010882,0.013159800069709751,0,0.3909845469564547,0
Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus,0.5090260638508634,0.5518173809527785,0.7495014327203537,0.3387250216864762,1,0.07713538262387817,0.2685301789621784
Eukaryota;Chordata;Actinopteri;Carangiformes;Coryphaenidae;Coryphaena;Coryphaena hippurus,0.04515660578512378,0,1,0.09820582954647303,0,0,0
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans,0.15066420150908788,0.277989332977382,0.2281429527801697,0.8707641398580728,1,0.6184469695265655,0.8124995860383589
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Kyphosus;Kyphosus azureus,0.15745700075679106,0,0.08993919466218143,0,1,0,0.20307236644130627
Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis,0.1986478731086278,0,1,0.20793341655140513,0.4504187689121622,0.07015220707624852,0.47079150286217153
Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax,0.6094538486709177,0.37242751681758796,0.7522509715282755,1,0.6588808001279354,0.28787161424772134,0.650108839276736
Eukaryota;Chordata;Actinopteri;Clupeiformes;Dussumieriidae;Etrumeus;Etrumeus teres,0.30015762722569356,0.5577316496292823,0.1901117113380365,1,0.1997952360041704,0.37959097600424807,0
Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax,0.4717104979693954,0.47821118244590693,0.46323859537375645,1,0.6905481785802845,0.9934900461253416,0.5586960136368067
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;;,0.14965058140406684,1,0.184627580768976,0.6569547113021964,0.06669344054808693,0.350664301427103,0.5784608975509314
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Acanthogobius;Acanthogobius flavimanus,0,1,0,0.24905543969225785,0,0,0.9151670563206777
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Clevelandia;Clevelandia ios,0.1505214011815951,1,0.17042609755510799,0.5768926824665861,0,0,0.4693578401585051
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lepidogobius;Lepidogobius lepidus,0.007152571493429485,0.6746920667294307,0.2698303571633417,0.5751130284458352,0,1,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Lythrypnus;Lythrypnus zebra,1,0,0,0,0,0,0
Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Tridentiger;Tridentiger trigonocephalus,0.01984098551052492,1,5.80007797030592e-4,0.3478026122368094,0.0011983219653409498,0.028000567916911103,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Bodianus;Bodianus pulcher,0.7082487893741068,0.03104630512729098,0.14205721675177746,0.5654869547373756,1,0.5546738671481692,0.16429048060954377
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica,0.2931351293567078,0.1641654791255504,0.37648874240150365,0.4249099009638424,1,0.09932330578564616,0
Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres semicinctus,0.7988801673305559,0.3418525110762238,0.12785842084732277,0.5600697275540025,0.6750931991774579,0.45413172582374756,1
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii,0.24690313116679438,0.17546223467620917,0.22201442368749935,0.0784959709058476,0.24653858941387713,0.2504493954496098,1
Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Brachygenys;Brachygenys californiensis,1,0,0,0,0,0.022647925321383107,0.17310333584824553
Eukaryota;Chordata;Actinopteri;Ophidiiformes;Ophidiidae;Ophidion;Ophidion scrippsae,0.020937167222267523,0,0,0,0.05195099561732659,1,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Icelinus;Icelinus quadriseriatus,1,0,0,0.2755483051458259,0,0.4909976341119814,0
Eukaryota;Chordata;Actinopteri;Perciformes;Cottidae;Ruscarius;Ruscarius creaseri,1,0,0.08790050578148031,0,0,0,0.45094881074237275
Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata,0.6147589610503146,0.16874255959662152,1,0,0.04437900874563062,0.16091088866379874,0.01035551465538898
Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;,0.3604147020886679,0.19567543631284162,0.029281354198398443,1,0,0.76952901995165,0
Eukaryota;Chordata;Actinopteri;Perciformes;Sebastidae;Sebastes;Sebastes gilli,0.1600840678537032,0,0,1,0,0,0
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus,0.5191484768890613,0.3048857530657586,0.822999749558384,0.7596472091717719,1,0.1577038789916526,0.2978181119083368
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus,0.07695394816362745,1,0.043430213838444226,0.2366162153678045,0.09576242585562578,0.546251491277559,0.2051933837153176
Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer,0.6388336081257455,0.7049825246209175,0.25582321244961215,0.9295510868417796,0.5110727238190427,1,0.3907166417644998
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Cynoglossidae;Symphurus;Symphurus atricaudus,0.7423575361073396,0.1105089732109523,0.06700464297220157,0.08471853285638983,1,0.48846320812610355,0.5872897556585558
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;,0.8759529628332914,0,0,1,0,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus,0.16843007731462234,0,0.1870312353400975,0.02743763122813269,0,1,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys stigmaeus,1,0.6602059632943756,0.30389017022310205,0.0984610488876152,0.8070298701635704,0.5095857228969745,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys xanthostigma,1,0,0.020996942282304757,0,0,0,0.3234395008942113
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus,0.38776329834315587,0.5294893605461177,1,0.5610584079630777,0.4877946358206325,0.5593261496083056,0.20073617778989936
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Xystreurys;Xystreurys liolepis,0.8508310847640789,1,0.7339960825959284,0.29518188117509625,0.92349782518712,0.6088185870314253,0.6677748701679176
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus stenolepis,0,0,0,1,0,0,0
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys guttulatus,0.12323343533541155,0.3702945856034259,0.0673862724611442,0.2543798410073852,0.042514419163935196,1,0.13290827699609753
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri,0.25515619662772987,0.2718681222743738,0.035765787046777346,0.18630833667646526,0.01827897048542589,0.13249078853606672,1
Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys verticalis,0.38903104096080904,0,0.22171540564071693,0.05445752689431457,0.13551353232929964,1,0
Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;,1,0,0.35965217045675035,0,0,0,0
Eukaryota;Chordata;Actinopteri;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus tshawytscha,0,0.5140228176364889,1,0.18050743696278623,0,0,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;;,0.08681091628853038,0.19290142387487866,0.19194715447753158,1,0,0,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Katsuwonus;Katsuwonus pelamis,1,0.35191526108590543,0.6035361679808536,0.20686500935639118,0,0.3137489055824628,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Sarda;Sarda chiliensis,1,0.06457580238834805,0.8020205940743002,0.250094775062981,0.2513353932714056,0,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus,0.4257570504106785,0.11302759850119029,1,0.17275967483276736,0.34583214008814883,0.4326858880523274,0.5327669128099858
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;,0.39320895571498876,0.3429282665958137,1,0.24248341145667823,0,0,0.06274031068329856
Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus alalunga,0.28284308007420683,0.7042527678613489,1,0.46914694614927854,0,0,0
Eukaryota;Chordata;Actinopteri;Scombriformes;Stromateidae;Peprilus;Peprilus simillimus,0.07400289376238843,1,0.11974002048164255,0.29345506170296415,0.48928172518233337,0.6471979595508939,0.6971055243161832
Eukaryota;Chordata;Actinopteri;Syngnathiformes;Syngnathidae;Syngnathus;Syngnathus leptorhynchus,0,0.4614824900251699,0.7435673970942521,0,0,0,1
Eukaryota;Chordata;Aves;Charadriiformes;Laridae;Larus;,0.07799003040591178,0,0.050613067107292485,0,0,0.008539397104326166,1
Eukaryota;Chordata;Aves;Columbiformes;Columbidae;Columba;Columba livia,0,0.5770707929512855,0.31087432528180653,0.9787634286170107,0,0,1
Eukaryota;Chordata;Chondrichthyes;;Platyrhinidae;Platyrhinoidis;Platyrhinoidis triseriata,0.07136770562756993,0,0.024411275100230147,0,1,0.010509661800061448,0
Eukaryota;Chordata;Chondrichthyes;;Squatinidae;Squatina;Squatina californica,1,0,0.13462248266989568,0.34088501085942935,0,0.6220661696218337,0.5765260456946271
Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Scyliorhinidae;Cephaloscyllium;Cephaloscyllium ventriosum,1,0,0,0,0,0,0
Eukaryota;Chordata;Chondrichthyes;Carcharhiniformes;Triakidae;Triakis;Triakis semifasciata,0.16319476839982325,0.10795185336284985,0.03759473287756296,0,0,0.48231257888882834,1
Eukaryota;Chordata;Chondrichthyes;Heterodontiformes;Heterodontidae;Heterodontus;Heterodontus francisci,0.6682410980155788,0.13311994904572208,0.9937528538243908,0.04793594114680215,0,0.7063790101328535,1
Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Alopias;Alopias vulpinus,0.2265020929635267,0,0.0013176497136209088,0,1,0.07656639102353072,0.6719717232436617
Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Carcharodon;Carcharodon carcharias,1,0,0,0,0.4254526484951705,0.10897866622105853,0
Eukaryota;Chordata;Chondrichthyes;Lamniformes;Alopiidae;Isurus;Isurus oxyrinchus,0,1,0,0,0,0,0
Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica,0.46103557779638704,1,0.4780446300949157,0.8689983093368308,0.5809904242413861,0.3334796127465283,0.9327223336636666
Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri,0.035710319051906345,0.3897120159706703,0.20567430350035024,0.01807509381344195,0.23296177223126657,0.17209255562000467,1
Eukaryota;Chordata;Chondrichthyes;Pristiformes/Rhiniformes group;Rhinobatidae;Pseudobatos;Pseudobatos productus,0.03247009847501059,0.010291864860733869,0.22296526671022382,0.16026195981499483,0.10531691376024092,1,0.5103720575651416
Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Beringraja inornata,1,0,0.017066620333603885,0.553006636632255,0.0036164511217483147,0.19083587356392537,0
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;;,0.6909655802139743,0,0,0,0,1,0
Eukaryota;Chordata;Mammalia;Artiodactyla;Delphinidae;Tursiops;Tursiops truncatus,1,0.14294953606433167,0.13398506851945885,0.1458795952015509,0.20285537949614071,0.44125918893095467,0.3095750690843481
Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus,1,0.02923911409342011,0.28257770296167956,0.13758219823632575,0.9302297813773804,0.30588391635328926,0
Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina,0,0,1,0,0,0,0
