"seq_number","Site","Bio_rep1.x","Bio_rep2.x","Bio_rep3.x","Bio_rep4.x","Bio_rep0.x","Bio_rep1.y","Bio_rep2.y","Bio_rep3.y","Bio_rep4.y","Bio_rep0.y","max_Occupancy_prob","sum.taxonomy"
"merged_fishcard_12S_all_elas_6","LB1",2,3,3,2,2,2,3,3,2,2,0.997101282892651,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_6","LB14",3,3,3,2,NA,3,3,3,2,NA,0.997726425611421,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_6","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_11","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LB1",3,3,3,3,2,3,3,3,3,2,0.99823767746585,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_11","LB2",2,3,3,3,NA,2,3,3,3,NA,0.997941444492715,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_12","LA11",3,3,1,2,NA,3,3,1,2,NA,0.995197019544523,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_12","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_12","LA3",3,1,1,3,NA,3,1,1,3,NA,0.995468265713019,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_12","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_12","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_12","LB2",3,3,3,2,NA,3,3,3,2,NA,0.997726425611421,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax maculatofasciatus"
"merged_fishcard_12S_all_elas_14","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LA6",2,3,3,3,NA,2,3,3,3,NA,0.997941444492715,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LB1",1,2,3,1,2,1,2,3,1,2,0.996920698476077,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LB14",3,3,2,3,NA,3,3,2,3,NA,0.996215890454576,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_14","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_18","LA11",2,2,3,2,NA,2,2,3,2,NA,0.992793714814967,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LA14",3,3,2,1,NA,3,3,2,1,NA,0.992914673368122,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LA6",1,NA,1,1,NA,1,NA,1,1,NA,0.812030659631193,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LB1",1,1,1,1,1,1,1,1,1,1,0.854321735168254,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LB14",2,3,2,1,NA,2,3,2,1,NA,0.993221222053494,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_18","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Urolophidae;Urobatis;Urobatis halleri"
"merged_fishcard_12S_all_elas_19","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Tridentiger;Tridentiger trigonocephalus"
"merged_fishcard_12S_all_elas_19","LA6",1,2,3,1,NA,1,2,3,1,NA,0.98687075929272,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Tridentiger;Tridentiger trigonocephalus"
"merged_fishcard_12S_all_elas_19","LB14",1,NA,1,2,NA,1,NA,1,2,NA,0.959673853778333,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;Tridentiger;Tridentiger trigonocephalus"
"merged_fishcard_12S_all_elas_20","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LA14",1,2,3,3,NA,1,2,3,3,NA,0.995462508699629,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LA6",3,3,2,3,NA,3,3,2,3,NA,0.996215890454576,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LB1",2,1,2,1,2,2,1,2,1,2,0.976664362011335,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_20","LB2",3,3,2,2,NA,3,3,2,2,NA,0.995537820962532,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Scomber;Scomber japonicus"
"merged_fishcard_12S_all_elas_21","LA11",2,2,3,2,NA,2,2,3,2,NA,0.992793714814967,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_21","LA14",1,NA,NA,1,NA,1,NA,NA,1,NA,0.81418334496791,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_21","LA3",1,1,1,NA,NA,1,1,1,NA,NA,0.847352496031813,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_21","LA6",1,1,1,1,NA,1,1,1,1,NA,0.868663838611499,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_21","LB1",1,2,NA,2,NA,1,2,NA,2,NA,0.948509865531769,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_21","LB14",1,1,NA,1,NA,1,1,NA,1,NA,0.843857526902572,"Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Halichoeres;Halichoeres californica"
"merged_fishcard_12S_all_elas_23","LA11",2,2,3,NA,NA,2,2,3,NA,NA,0.992340330809279,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_23","LA14",2,2,1,2,NA,2,2,1,2,NA,0.971927816461931,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_23","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_23","LB2",2,1,2,NA,NA,2,1,2,NA,NA,0.965201010815649,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_24","LA11",3,3,3,2,NA,3,3,3,2,NA,0.997726425611421,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LA14",1,1,3,3,NA,1,1,3,3,NA,0.996842051344979,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LA3",3,3,1,2,NA,3,3,1,2,NA,0.995197019544523,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LA6",3,2,3,2,NA,3,2,3,2,NA,0.997559787826325,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LB1",2,2,3,3,2,2,2,3,3,2,0.997274854528311,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_24","LB2",NA,3,2,3,NA,NA,3,2,3,NA,0.996181608588889,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Genyonemus;Genyonemus lineatus"
"merged_fishcard_12S_all_elas_27","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_27","LA14",1,NA,1,NA,NA,1,NA,1,NA,NA,0.784522711189846,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_27","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_27","LA6",3,3,2,3,NA,3,3,2,3,NA,0.996215890454576,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_27","LB1",3,1,1,NA,2,3,1,1,NA,2,0.990892067653553,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_27","LB14",1,2,2,2,NA,1,2,2,2,NA,0.969788547117009,"Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus"
"merged_fishcard_12S_all_elas_28","LA11",2,2,3,1,NA,2,2,3,1,NA,0.995432249497831,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LA14",1,2,3,2,NA,1,2,3,2,NA,0.995610660849376,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LA6",3,3,2,1,NA,3,3,2,1,NA,0.992914673368122,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LB1",2,3,2,2,2,2,3,2,2,2,0.995820850022076,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LB14",3,3,3,2,NA,3,3,3,2,NA,0.997726425611421,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_28","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Lutjaniformes;Haemulidae;Anisotremus;Anisotremus davidsonii"
"merged_fishcard_12S_all_elas_32","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LA14",3,2,1,2,NA,3,2,1,2,NA,0.989248326216716,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LA6",3,3,2,3,NA,3,3,2,3,NA,0.996215890454576,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LB1",2,NA,1,1,NA,2,NA,1,1,NA,0.960269549785982,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LB14",1,1,2,2,NA,1,1,2,2,NA,0.967172401742191,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_32","LB2",1,1,NA,NA,NA,1,1,NA,NA,NA,0.788906850468462,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_34","LA11",2,1,NA,2,NA,2,1,NA,2,NA,0.966492281796256,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri"
"merged_fishcard_12S_all_elas_34","LA14",NA,1,2,3,NA,NA,1,2,3,NA,0.994891824872842,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri"
"merged_fishcard_12S_all_elas_34","LA3",1,NA,1,NA,NA,1,NA,1,NA,NA,0.784522711189846,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri"
"merged_fishcard_12S_all_elas_34","LA6",3,3,NA,2,NA,3,3,NA,2,NA,0.994853169496334,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri"
"merged_fishcard_12S_all_elas_34","LB14",2,3,2,2,NA,2,3,2,2,NA,0.995937541186694,"Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys ritteri"
"merged_fishcard_12S_all_elas_35","LA11",2,2,3,2,NA,2,2,3,2,NA,0.992793714814967,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LA3",3,2,3,3,NA,3,2,3,3,NA,0.995439933046961,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LA6",2,3,3,3,NA,2,3,3,3,NA,0.997941444492715,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LB1",2,NA,1,1,1,2,NA,1,1,1,0.97255542225342,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LB14",3,1,2,2,NA,3,1,2,2,NA,0.995118417254036,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_35","LB2",3,1,2,2,NA,3,1,2,2,NA,0.995118417254036,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Embiotoca;Embiotoca jacksoni"
"merged_fishcard_12S_all_elas_36","LA11",1,3,2,2,NA,1,3,2,2,NA,0.993715632185979,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LA3",NA,2,1,NA,NA,NA,2,1,NA,NA,0.956004160017045,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LA6",2,3,2,3,NA,2,3,2,3,NA,0.993755727619566,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LB1",1,1,NA,NA,NA,1,1,NA,NA,NA,0.788906850468462,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LB14",2,3,2,2,NA,2,3,2,2,NA,0.995937541186694,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_36","LB2",2,1,2,1,NA,2,1,2,1,NA,0.971230210664606,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum"
"merged_fishcard_12S_all_elas_40","LA11",1,3,3,2,NA,1,3,3,2,NA,0.993237264768952,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LA14",1,1,1,2,NA,1,1,1,2,NA,0.970778025856876,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LA3",2,3,2,2,NA,2,3,2,2,NA,0.995937541186694,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LA6",3,2,3,1,NA,3,2,3,1,NA,0.993726554003745,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LB1",NA,1,NA,NA,2,NA,1,NA,NA,2,0.957562917214154,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LB14",1,2,3,NA,NA,1,2,3,NA,NA,0.992337019890534,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_40","LB2",NA,1,2,1,NA,NA,1,2,1,NA,0.965862110069821,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Trachurus;Trachurus symmetricus"
"merged_fishcard_12S_all_elas_42","LA11",2,2,3,2,NA,2,2,3,2,NA,0.992793714814967,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_42","LA14",1,NA,NA,2,NA,1,NA,NA,2,NA,0.949393215332877,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_42","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998287241341756,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_42","LA6",1,1,NA,NA,NA,1,1,NA,NA,NA,0.788906850468462,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_42","LB1",NA,1,NA,NA,1,NA,1,NA,NA,1,0.797609276226074,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_42","LB2",NA,2,NA,2,NA,NA,2,NA,2,NA,0.950895764646689,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Leuresthes;Leuresthes tenuis"
"merged_fishcard_12S_all_elas_46","LA11",2,NA,1,2,NA,2,NA,1,2,NA,0.96118312372244,"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps"
"merged_fishcard_12S_all_elas_46","LA14",1,NA,NA,1,NA,1,NA,NA,1,NA,0.81418334496791,"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps"
"merged_fishcard_12S_all_elas_46","LA3",3,3,2,1,NA,3,3,2,1,NA,0.992914673368122,"Eukaryota;Chordata;Actinopteri;;Malacanthidae;Caulolatilus;Caulolatilus princeps"
